MontoCredito;IngresoNeto;CoefCreditoAvaluo;MontoCuota;GradoAcademico;BuenPagador
92715;1;11;Medio;Licenciatura;Si
15892;2;7;Medio;Licenciatura;Si
18988;2;11;Medio;Licenciatura;Si
11696;2;7;Medio;Licenciatura;Si
13207;2;6;Medio;Licenciatura;Si
10756;2;1;Medio;Licenciatura;Si
14837;2;11;Medio;Licenciatura;Si
136081;1;4;Medio;Licenciatura;Si
30601;2;3;Medio;Licenciatura;Si
14146;2;7;Medio;Licenciatura;Si
49432;2;11;Medio;Licenciatura;Si
19316;2;11;Medio;Licenciatura;Si
39068;2;7;Medio;Licenciatura;Si
16172;1;12;Medio;Licenciatura;Si
30079;2;5;Medio;Licenciatura;Si
45105;2;11;Medio;Licenciatura;Si
17460;2;6;Medio;Licenciatura;Si
20790;2;11;Medio;Licenciatura;Si
13086;2;12;Medio;Bachiller;Si
266657;1;12;Medio;Bachiller;Si
31150;2;12;Medio;Bachiller;Si
10737;2;12;Medio;Bachiller;Si
117017;1;12;Medio;Bachiller;Si
140905;1;12;Medio;Bachiller;Si
16907;2;12;Medio;Bachiller;Si
23444;2;12;Medio;Bachiller;Si
11671;2;12;Medio;Bachiller;Si
12735;2;12;Medio;Bachiller;Si
269122;2;12;Medio;Bachiller;Si
35632;2;12;Medio;Bachiller;Si
16466;2;12;Medio;Bachiller;Si
16013;2;12;Medio;Bachiller;Si
43231;1;12;Medio;Bachiller;Si
58609;1;12;Medio;Bachiller;Si
18236;2;12;Medio;Bachiller;Si
11518;1;12;Medio;Bachiller;Si
18896;2;12;Medio;Bachiller;Si
11020;2;12;Medio;Bachiller;Si
47972;2;12;Medio;Bachiller;Si
39357;2;12;Medio;Bachiller;Si
87932;2;1;Medio;Bachiller;Si
10846;2;7;Medio;Bachiller;Si
13887;1;12;Medio;Bachiller;Si
12388;2;12;Medio;Bachiller;Si
14758;1;12;Medio;Bachiller;Si
10218;2;12;Medio;Bachiller;Si
38377;2;12;Medio;Bachiller;Si
11261;1;12;Medio;Bachiller;Si
25234;2;12;Medio;Bachiller;Si
11240;2;12;Medio;Bachiller;Si
10961;2;12;Medio;Bachiller;Si
44292;2;12;Medio;Bachiller;Si
12763;1;12;Medio;Bachiller;Si
250481;2;12;Medio;Bachiller;Si
15723;1;12;Medio;Bachiller;Si
40094;1;12;Medio;Bachiller;Si
16819;1;12;Medio;Bachiller;Si
39083;1;12;Medio;Bachiller;Si
13461;2;12;Medio;Bachiller;Si
141848;1;12;Medio;Bachiller;Si
18827;1;12;Medio;Bachiller;Si
24849;1;12;Medio;Bachiller;Si
28326;2;12;Medio;Bachiller;Si
14213;2;12;Medio;Bachiller;Si
12109;1;12;Medio;Bachiller;Si
11692;2;12;Medio;Bachiller;Si
12617;2;12;Medio;Bachiller;Si
45847;2;12;Medio;Bachiller;Si
10230;1;12;Medio;Bachiller;Si
17840;1;12;Medio;Bachiller;Si
13571;1;12;Medio;Bachiller;Si
10750;2;12;Medio;Bachiller;Si
11831;2;12;Medio;Bachiller;Si
22800;2;12;Medio;Bachiller;Si
13183;1;12;Medio;Bachiller;Si
10944;2;12;Medio;Bachiller;Si
34387;1;12;Medio;Bachiller;Si
10974;2;12;Medio;Bachiller;Si
14726;2;12;Medio;Bachiller;Si
12525;2;12;Medio;Bachiller;Si
47956;2;12;Medio;Bachiller;Si
11914;2;12;Medio;Bachiller;Si
25275;2;12;Medio;Bachiller;Si
37269;2;12;Medio;Bachiller;Si
15062;2;12;Medio;Bachiller;Si
21302;2;12;Medio;Bachiller;Si
15621;2;12;Medio;Bachiller;Si
16113;2;12;Medio;Bachiller;Si
17597;1;12;Medio;Bachiller;Si
43800;2;12;Medio;Bachiller;Si
44633;2;12;Medio;Bachiller;Si
13117;2;12;Medio;Bachiller;Si
66802;1;12;Medio;Bachiller;Si
94494;1;12;Medio;Bachiller;Si
25868;2;12;Medio;Bachiller;Si
10716;2;12;Medio;Bachiller;Si
13364;2;12;Medio;Bachiller;Si
14568;2;12;Medio;Bachiller;Si
16589;2;12;Medio;Bachiller;Si
15706;1;12;Medio;Bachiller;Si
36780;2;12;Medio;Bachiller;Si
16196;2;12;Medio;Bachiller;Si
12287;2;12;Medio;Bachiller;Si
33000;2;12;Medio;Bachiller;Si
34331;2;12;Medio;Bachiller;Si
16892;1;12;Medio;Bachiller;Si
14751;2;12;Medio;Bachiller;Si
68205;2;12;Medio;Bachiller;Si
144611;1;3;Medio;Bachiller;Si
10427;1;12;Medio;Bachiller;Si
13674;1;12;Medio;Bachiller;Si
106464;2;12;Medio;Bachiller;Si
12481;2;12;Medio;Bachiller;Si
137240;2;12;Medio;Bachiller;Si
10526;1;12;Medio;Bachiller;Si
104022;1;12;Medio;Bachiller;Si
33190;2;12;Medio;Bachiller;Si
18710;2;12;Medio;Bachiller;Si
72503;2;12;Medio;Bachiller;Si
119264;1;12;Medio;Bachiller;Si
20818;2;12;Medio;Bachiller;Si
17374;1;12;Medio;Bachiller;Si
10088;2;12;Medio;Bachiller;Si
148445;1;12;Medio;Bachiller;Si
128914;1;4;Medio;Bachiller;Si
18975;2;12;Medio;Bachiller;Si
145641;2;12;Medio;Bachiller;Si
10324;2;12;Medio;Bachiller;Si
17969;2;12;Medio;Bachiller;Si
16185;2;12;Medio;Bachiller;Si
25361;2;12;Medio;Bachiller;Si
11994;2;12;Medio;Bachiller;Si
14441;2;12;Medio;Bachiller;Si
20746;2;12;Medio;Bachiller;Si
12171;2;12;Medio;Bachiller;Si
102559;2;12;Medio;Bachiller;Si
46831;2;12;Medio;Bachiller;Si
10301;2;12;Medio;Bachiller;Si
19980;2;12;Medio;Bachiller;Si
13885;2;12;Medio;Bachiller;Si
11432;2;12;Medio;Bachiller;Si
41036;2;12;Medio;Bachiller;Si
19605;2;12;Medio;Bachiller;Si
37787;1;12;Medio;Bachiller;Si
42168;1;12;Medio;Bachiller;Si
36042;1;12;Medio;Bachiller;Si
68751;1;12;Medio;Bachiller;Si
16483;2;12;Medio;Bachiller;Si
20779;2;12;Medio;Bachiller;Si
16686;2;12;Medio;Bachiller;Si
14870;2;12;Medio;Bachiller;Si
14169;2;12;Medio;Bachiller;Si
29546;2;12;Medio;Bachiller;Si
11269;2;12;Medio;Bachiller;Si
138918;2;12;Medio;Bachiller;Si
19962;2;12;Medio;Bachiller;Si
82886;2;12;Medio;Bachiller;Si
41218;2;12;Medio;Bachiller;Si
38462;2;12;Medio;Bachiller;Si
29093;2;12;Medio;Bachiller;Si
12099;2;12;Medio;Bachiller;Si
96735;2;12;Medio;Bachiller;Si
23288;2;12;Medio;Bachiller;Si
10234;2;12;Medio;Bachiller;Si
18530;2;12;Medio;Bachiller;Si
16158;2;12;Medio;Bachiller;Si
13298;2;12;Medio;Bachiller;Si
49848;2;12;Medio;Bachiller;Si
16168;2;12;Medio;Bachiller;Si
27145;1;12;Medio;Bachiller;Si
150431;1;12;Medio;Bachiller;Si
16554;2;12;Medio;Bachiller;Si
12908;2;7;Medio;Licenciatura;Si
17338;2;5;Medio;Licenciatura;Si
18858;1;11;Medio;Licenciatura;Si
11775;2;11;Medio;Licenciatura;Si
13899;2;5;Medio;Licenciatura;Si
18577;2;11;Medio;Licenciatura;Si
19440;1;11;Medio;Licenciatura;Si
113673;1;4;Medio;Licenciatura;Si
10251;2;11;Medio;Licenciatura;Si
21316;2;11;Medio;Licenciatura;Si
77274;2;12;Medio;Licenciatura;Si
45273;1;7;Medio;Licenciatura;Si
14385;2;7;Medio;Licenciatura;Si
46067;2;11;Medio;Licenciatura;Si
16708;2;5;Medio;Licenciatura;Si
15454;2;5;Medio;Licenciatura;Si
10385;2;11;Medio;Licenciatura;Si
37493;1;11;Medio;Licenciatura;Si
11590;2;11;Medio;Licenciatura;Si
15232;2;11;Medio;Licenciatura;Si
18924;2;11;Medio;Licenciatura;Si
15981;2;11;Medio;Licenciatura;Si
33086;2;7;Medio;Licenciatura;Si
42086;2;12;Medio;Licenciatura;Si
25601;2;7;Medio;Licenciatura;Si
10228;2;7;Medio;Licenciatura;Si
20484;1;10;Medio;Licenciatura;Si
37248;1;10;Medio;Licenciatura;Si
11127;2;11;Medio;Licenciatura;Si
19867;2;7;Medio;Licenciatura;Si
49835;1;11;Medio;Licenciatura;Si
54221;1;12;Medio;Licenciatura;Si
11878;2;12;Medio;Licenciatura;Si
11078;1;11;Medio;Licenciatura;Si
13550;2;11;Medio;Licenciatura;Si
12848;2;12;Medio;Licenciatura;Si
15922;2;11;Medio;Licenciatura;Si
46653;2;7;Medio;Licenciatura;Si
14736;2;6;Medio;Licenciatura;Si
12230;2;7;Medio;Licenciatura;Si
29765;2;5;Medio;Licenciatura;Si
58395;2;12;Medio;Licenciatura;Si
102016;1;11;Medio;Licenciatura;Si
38265;2;11;Medio;Licenciatura;Si
17315;1;11;Medio;Licenciatura;Si
10056;1;11;Medio;Licenciatura;Si
251329;1;11;Medio;Licenciatura;Si
15452;2;5;Medio;Licenciatura;Si
10814;2;7;Medio;Licenciatura;Si
65615;1;11;Medio;Licenciatura;Si
17246;1;10;Medio;Licenciatura;Si
38297;2;11;Medio;Licenciatura;Si
22740;2;7;Medio;Licenciatura;Si
13158;2;11;Medio;Licenciatura;Si
16008;2;5;Medio;Licenciatura;Si
29445;2;11;Medio;Licenciatura;Si
15028;2;6;Medio;Licenciatura;Si
41361;2;11;Medio;Licenciatura;Si
14260;2;1;Medio;Licenciatura;Si
12300;2;5;Medio;Licenciatura;Si
128152;1;5;Medio;Licenciatura;Si
24809;2;11;Medio;Licenciatura;Si
19105;2;11;Medio;Licenciatura;Si
95554;1;10;Medio;Licenciatura;Si
38476;2;7;Medio;Licenciatura;Si
17314;2;11;Medio;Licenciatura;Si
19062;2;7;Medio;Licenciatura;Si
17433;2;11;Medio;Licenciatura;Si
17461;2;11;Medio;Licenciatura;Si
118500;1;1;Medio;Licenciatura;Si
13022;1;11;Medio;Licenciatura;Si
15164;2;5;Medio;Licenciatura;Si
132789;1;11;Medio;Licenciatura;Si
26572;2;11;Medio;Licenciatura;Si
15564;2;6;Medio;Licenciatura;Si
16311;2;7;Medio;Licenciatura;Si
17794;2;6;Medio;Licenciatura;Si
10884;1;11;Medio;Licenciatura;Si
19776;2;11;Medio;Licenciatura;Si
20197;1;11;Medio;Licenciatura;Si
11505;2;11;Medio;Licenciatura;Si
15396;2;7;Medio;Licenciatura;Si
29706;2;11;Medio;Licenciatura;Si
10000;2;11;Medio;Licenciatura;Si
30647;2;7;Medio;Licenciatura;Si
12749;1;11;Medio;Licenciatura;Si
44303;2;5;Medio;Licenciatura;Si
17874;1;11;Medio;Licenciatura;Si
16552;2;11;Medio;Licenciatura;Si
12301;1;7;Medio;Licenciatura;Si
14750;2;7;Medio;Licenciatura;Si
12072;1;12;Medio;Licenciatura;Si
15077;2;12;Medio;Licenciatura;Si
81723;2;11;Medio;Licenciatura;Si
17349;1;11;Medio;Licenciatura;Si
12614;1;11;Medio;Licenciatura;Si
42443;2;11;Medio;Licenciatura;Si
34106;2;4;Medio;Licenciatura;Si
14737;1;11;Medio;Licenciatura;Si
18462;2;6;Medio;Licenciatura;Si
20264;1;1;Medio;Licenciatura;Si
48511;1;1;Medio;Licenciatura;Si
17475;2;11;Medio;Licenciatura;Si
13807;1;11;Medio;Licenciatura;Si
40166;1;11;Medio;Licenciatura;Si
12067;1;11;Medio;Licenciatura;Si
14682;2;11;Medio;Licenciatura;Si
27631;2;11;Medio;Licenciatura;Si
27561;2;11;Medio;Licenciatura;Si
14912;1;11;Medio;Licenciatura;Si
13146;1;11;Medio;Licenciatura;Si
12890;2;11;Medio;Licenciatura;Si
269499;1;11;Medio;Licenciatura;Si
34893;1;12;Medio;Licenciatura;Si
143316;2;7;Medio;Licenciatura;Si
124601;2;12;Medio;Bachiller;Si
12660;2;12;Medio;Bachiller;Si
19326;2;12;Medio;Bachiller;Si
278344;2;12;Medio;Bachiller;Si
24220;2;12;Medio;Bachiller;Si
99052;2;12;Medio;Bachiller;Si
128131;2;12;Medio;Bachiller;Si
134019;1;12;Medio;Bachiller;Si
139750;2;12;Medio;Bachiller;Si
40090;2;12;Medio;Bachiller;Si
32933;1;12;Medio;Bachiller;Si
124228;1;12;Medio;Bachiller;Si
39511;1;12;Medio;Bachiller;Si
19794;2;12;Medio;Bachiller;Si
44408;2;12;Medio;Bachiller;Si
35117;2;12;Medio;Bachiller;Si
14760;1;12;Medio;Bachiller;Si
12282;2;12;Medio;Bachiller;Si
16214;2;12;Medio;Bachiller;Si
24116;1;12;Medio;Bachiller;Si
45327;1;12;Medio;Bachiller;Si
25606;1;12;Medio;Bachiller;Si
10338;2;12;Medio;Bachiller;Si
13080;2;12;Medio;Bachiller;Si
19108;2;12;Medio;Bachiller;Si
19474;2;12;Medio;Bachiller;Si
202685;2;12;Medio;Bachiller;Si
12972;2;12;Medio;Bachiller;Si
105791;1;12;Medio;Bachiller;Si
18850;2;12;Medio;Bachiller;Si
21510;2;12;Medio;Bachiller;Si
48711;2;12;Medio;Bachiller;Si
256782;2;12;Medio;Bachiller;Si
12166;2;12;Medio;Bachiller;Si
274828;2;12;Medio;Bachiller;Si
42187;2;12;Medio;Bachiller;Si
130983;2;12;Medio;Bachiller;Si
15838;2;12;Medio;Bachiller;Si
18137;1;12;Medio;Bachiller;Si
11514;2;12;Medio;Bachiller;Si
16629;2;12;Medio;Bachiller;Si
16482;1;12;Medio;Bachiller;Si
130099;1;12;Medio;Bachiller;Si
94747;2;12;Medio;Bachiller;Si
13992;2;11;Medio;Licenciatura;Si
15512;2;11;Medio;Licenciatura;Si
138951;2;1;Medio;Licenciatura;Si
259041;1;11;Medio;Licenciatura;Si
10399;2;11;Medio;Licenciatura;Si
19965;2;7;Medio;Licenciatura;Si
45020;2;11;Medio;Licenciatura;Si
13813;1;11;Medio;Licenciatura;Si
16015;2;6;Medio;Licenciatura;Si
17191;1;11;Medio;Licenciatura;Si
10637;2;11;Medio;Licenciatura;Si
20704;1;11;Medio;Licenciatura;Si
19440;2;6;Medio;Licenciatura;Si
12421;2;7;Medio;Licenciatura;Si
17553;1;11;Medio;Licenciatura;Si
17788;2;6;Medio;Licenciatura;Si
67543;2;12;Medio;Licenciatura;Si
14895;1;11;Medio;Licenciatura;Si
14265;2;11;Medio;Licenciatura;Si
11147;2;11;Medio;Licenciatura;Si
126734;1;2;Medio;Licenciatura;Si
18200;2;11;Medio;Licenciatura;Si
17251;2;7;Medio;Licenciatura;Si
12814;1;11;Medio;Licenciatura;Si
47088;2;11;Medio;Licenciatura;Si
20044;2;11;Medio;Licenciatura;Si
14916;2;6;Medio;Licenciatura;Si
11595;1;11;Medio;Licenciatura;Si
18769;1;11;Medio;Licenciatura;Si
137502;2;11;Medio;Licenciatura;Si
19865;1;11;Medio;Licenciatura;Si
31761;1;11;Medio;Licenciatura;Si
12392;1;11;Medio;Licenciatura;Si
12287;1;11;Medio;Licenciatura;Si
36005;2;11;Medio;Licenciatura;Si
44277;1;5;Medio;Licenciatura;Si
85656;2;11;Medio;Licenciatura;Si
15160;2;11;Medio;Licenciatura;Si
14749;2;6;Medio;Licenciatura;Si
35423;2;7;Medio;Licenciatura;Si
17462;2;6;Medio;Licenciatura;Si
13628;1;11;Medio;Licenciatura;Si
44136;2;11;Medio;Licenciatura;Si
14950;2;5;Medio;Licenciatura;Si
48122;1;11;Medio;Licenciatura;Si
10710;2;11;Medio;Licenciatura;Si
16453;1;11;Medio;Licenciatura;Si
42061;1;4;Medio;Licenciatura;Si
17003;2;11;Medio;Licenciatura;Si
19919;1;11;Medio;Licenciatura;Si
12132;1;11;Medio;Licenciatura;Si
18742;2;7;Medio;Licenciatura;Si
13405;1;12;Medio;Licenciatura;Si
123075;2;11;Medio;Licenciatura;Si
21483;1;7;Medio;Licenciatura;Si
17664;2;12;Medio;Bachiller;Si
18355;2;12;Medio;Bachiller;Si
40830;2;11;Medio;Licenciatura;Si
13895;2;12;Medio;Bachiller;Si
12583;2;12;Medio;Bachiller;Si
11570;1;12;Medio;Bachiller;Si
12004;1;12;Medio;Bachiller;Si
38356;2;12;Medio;Bachiller;Si
17442;2;12;Medio;Bachiller;Si
30522;2;12;Medio;Bachiller;Si
42266;2;12;Medio;Bachiller;Si
23527;2;12;Medio;Bachiller;Si
18860;2;12;Medio;Bachiller;Si
12094;2;12;Medio;Bachiller;Si
17290;2;12;Medio;Bachiller;Si
13536;2;5;Medio;Licenciatura;Si
27446;2;7;Medio;Licenciatura;Si
15378;1;12;Medio;Licenciatura;Si
16105;1;12;Medio;Licenciatura;Si
14906;1;11;Medio;Licenciatura;Si
12946;2;6;Medio;Licenciatura;Si
13055;2;6;Medio;Licenciatura;Si
16544;1;11;Medio;Licenciatura;Si
44942;1;10;Medio;Licenciatura;Si
19657;1;11;Medio;Licenciatura;Si
42035;1;12;Medio;Licenciatura;Si
18597;2;6;Medio;Licenciatura;Si
11630;1;11;Medio;Licenciatura;Si
31474;2;11;Medio;Licenciatura;Si
21816;2;11;Medio;Licenciatura;Si
24545;1;12;Medio;Licenciatura;Si
16517;2;11;Medio;Licenciatura;Si
52749;2;11;Medio;Licenciatura;Si
16436;1;11;Medio;Licenciatura;Si
47602;1;4;Medio;Licenciatura;Si
15081;1;11;Medio;Licenciatura;Si
15230;2;6;Medio;Licenciatura;Si
144439;2;4;Medio;Licenciatura;Si
73214;2;11;Medio;Licenciatura;Si
17503;1;11;Medio;Licenciatura;Si
17025;1;11;Medio;Licenciatura;Si
40658;2;11;Medio;Licenciatura;Si
17351;2;6;Medio;Licenciatura;Si
17749;1;11;Medio;Licenciatura;Si
40138;2;11;Medio;Licenciatura;Si
19099;2;11;Medio;Licenciatura;Si
11410;1;12;Medio;Licenciatura;Si
181378;1;11;Medio;Licenciatura;Si
14379;2;11;Medio;Licenciatura;Si
13527;2;11;Medio;Licenciatura;Si
16769;2;11;Medio;Licenciatura;Si
61023;1;3;Medio;Licenciatura;Si
18557;1;9;Medio;Licenciatura;Si
11341;2;5;Medio;Licenciatura;Si
28656;1;9;Medio;Licenciatura;Si
18064;2;11;Medio;Licenciatura;Si
48005;2;1;Medio;Licenciatura;Si
14252;2;11;Medio;Licenciatura;Si
13038;1;11;Medio;Licenciatura;Si
31050;2;12;Medio;Licenciatura;Si
96015;2;12;Medio;Licenciatura;Si
22643;1;9;Medio;Licenciatura;Si
18894;2;12;Medio;Bachiller;Si
12238;2;12;Medio;Bachiller;Si
120174;1;12;Medio;Bachiller;Si
17782;2;12;Medio;Bachiller;Si
14588;2;12;Medio;Bachiller;Si
10304;2;12;Medio;Bachiller;Si
14794;2;12;Medio;Bachiller;Si
140532;2;12;Medio;Bachiller;Si
46456;2;12;Medio;Bachiller;Si
18323;2;12;Medio;Bachiller;Si
34519;2;12;Medio;Bachiller;Si
129930;1;12;Medio;Bachiller;Si
17005;2;12;Medio;Bachiller;Si
28089;2;12;Medio;Bachiller;Si
11831;1;12;Medio;Bachiller;Si
17470;2;12;Medio;Bachiller;Si
14514;2;12;Medio;Bachiller;Si
18115;2;12;Medio;Bachiller;Si
110909;1;12;Medio;Bachiller;Si
42851;1;12;Medio;Bachiller;Si
12691;2;12;Medio;Bachiller;Si
15905;2;12;Medio;Bachiller;Si
14663;2;12;Medio;Bachiller;Si
11436;2;12;Medio;Bachiller;Si
132475;2;12;Medio;Bachiller;Si
83663;1;12;Medio;Bachiller;Si
14283;2;12;Medio;Bachiller;Si
96563;2;12;Medio;Bachiller;Si
15898;2;12;Medio;Bachiller;Si
18119;2;12;Medio;Bachiller;Si
24200;2;12;Medio;Bachiller;Si
102566;1;12;Medio;Bachiller;Si
16039;1;12;Alto;Bachiller;Si
47323;2;12;Medio;Bachiller;Si
12280;2;12;Medio;Bachiller;Si
18565;2;12;Medio;Bachiller;Si
29018;2;12;Medio;Bachiller;Si
45626;2;12;Medio;Bachiller;Si
19507;2;12;Medio;Bachiller;Si
13442;2;12;Medio;Bachiller;Si
29766;2;12;Medio;Bachiller;Si
40261;2;12;Medio;Bachiller;Si
19523;1;12;Alto;Bachiller;Si
10128;2;12;Medio;Bachiller;Si
109471;2;12;Medio;Bachiller;Si
18443;2;12;Medio;Bachiller;Si
37531;1;12;Medio;Bachiller;Si
23314;2;12;Medio;Bachiller;Si
11913;2;12;Medio;Bachiller;Si
23415;2;12;Medio;Bachiller;Si
30081;2;12;Medio;Bachiller;Si
15494;2;12;Medio;Bachiller;Si
292264;2;12;Medio;Bachiller;Si
146922;2;12;Medio;Bachiller;Si
28247;2;12;Medio;Bachiller;Si
21412;2;12;Medio;Bachiller;Si
11963;2;12;Medio;Bachiller;Si
25981;2;12;Medio;Bachiller;Si
34319;1;12;Medio;Bachiller;Si
32791;2;12;Medio;Bachiller;Si
34719;1;12;Alto;Bachiller;Si
17869;1;12;Alto;Bachiller;Si
36482;2;12;Medio;Bachiller;Si
277965;1;12;Medio;Bachiller;Si
13553;2;12;Medio;Bachiller;Si
16157;1;12;Medio;Bachiller;Si
13040;2;12;Medio;Bachiller;Si
17300;1;12;Medio;Bachiller;Si
38299;2;11;Alto;Licenciatura;Si
17278;2;6;Alto;Licenciatura;Si
21310;2;12;Alto;Licenciatura;Si
31128;1;11;Alto;Licenciatura;Si
15907;1;11;Alto;Licenciatura;Si
60775;1;11;Alto;Licenciatura;Si
13227;1;11;Alto;Licenciatura;Si
46726;1;3;Alto;Licenciatura;Si
30889;1;1;Alto;Licenciatura;Si
14358;2;11;Alto;Licenciatura;Si
15467;2;11;Alto;Licenciatura;Si
44122;2;11;Alto;Licenciatura;Si
17263;2;7;Alto;Licenciatura;Si
18484;2;11;Alto;Licenciatura;Si
11876;2;5;Alto;Licenciatura;Si
10453;2;11;Alto;Licenciatura;Si
16552;2;6;Alto;Licenciatura;Si
124504;2;5;Alto;Licenciatura;Si
18415;1;11;Alto;Licenciatura;Si
115147;1;10;Alto;Licenciatura;Si
19072;1;11;Alto;Licenciatura;Si
35130;1;10;Alto;Licenciatura;Si
45713;1;11;Alto;Licenciatura;Si
33459;2;11;Alto;Licenciatura;Si
21886;1;10;Alto;Licenciatura;Si
67503;2;5;Alto;Licenciatura;Si
38789;2;11;Alto;Licenciatura;Si
15932;2;11;Alto;Licenciatura;Si
19205;1;7;Alto;Licenciatura;Si
18502;2;11;Alto;Licenciatura;Si
13613;1;11;Alto;Licenciatura;Si
234784;1;11;Alto;Licenciatura;Si
39717;2;11;Alto;Licenciatura;Si
39791;2;5;Alto;Licenciatura;Si
17176;2;11;Alto;Licenciatura;Si
11939;1;12;Alto;Licenciatura;Si
13843;1;11;Alto;Licenciatura;Si
15411;2;11;Alto;Licenciatura;Si
86031;1;3;Alto;Licenciatura;Si
11893;2;12;Alto;Licenciatura;Si
19211;1;7;Alto;Licenciatura;Si
14314;1;11;Alto;Licenciatura;Si
32283;2;11;Alto;Licenciatura;Si
12961;1;11;Alto;Licenciatura;Si
40306;2;11;Alto;Licenciatura;Si
10534;1;12;Alto;Licenciatura;Si
11317;2;7;Alto;Licenciatura;Si
24964;1;10;Alto;Licenciatura;Si
10837;1;11;Alto;Licenciatura;Si
28203;2;11;Alto;Licenciatura;Si
133486;1;4;Alto;Licenciatura;Si
76706;1;1;Alto;Licenciatura;Si
145022;1;2;Alto;Licenciatura;Si
102454;1;1;Alto;Licenciatura;Si
12176;2;7;Alto;Licenciatura;Si
16008;1;11;Alto;Licenciatura;Si
14265;1;11;Alto;Licenciatura;Si
39892;1;11;Alto;Licenciatura;Si
142745;1;9;Alto;Licenciatura;Si
27927;1;11;Alto;Licenciatura;Si
14821;2;5;Alto;Licenciatura;Si
76338;1;11;Alto;Licenciatura;Si
31726;2;5;Alto;Licenciatura;Si
21981;2;5;Alto;Licenciatura;Si
13140;1;11;Alto;Licenciatura;Si
16590;1;11;Alto;Licenciatura;Si
89455;1;11;Alto;Licenciatura;Si
17092;1;11;Alto;Licenciatura;Si
15107;2;6;Alto;Licenciatura;Si
12395;2;7;Alto;Licenciatura;Si
25027;1;11;Alto;Licenciatura;Si
41370;2;5;Alto;Licenciatura;Si
18860;2;11;Alto;Licenciatura;Si
17669;2;11;Alto;Licenciatura;Si
18303;1;11;Alto;Licenciatura;Si
13845;1;11;Alto;Licenciatura;Si
56948;2;11;Alto;Licenciatura;Si
12426;2;11;Alto;Licenciatura;Si
256549;1;4;Alto;Licenciatura;Si
15016;1;11;Alto;Licenciatura;Si
83182;1;11;Alto;Licenciatura;Si
14627;1;11;Alto;Licenciatura;Si
17338;2;6;Alto;Licenciatura;Si
27833;2;11;Alto;Licenciatura;Si
18699;1;5;Alto;Licenciatura;Si
36890;2;11;Alto;Licenciatura;Si
13890;1;11;Alto;Licenciatura;Si
16426;1;11;Alto;Licenciatura;Si
13947;1;11;Alto;Licenciatura;Si
15050;1;11;Alto;Licenciatura;Si
10039;1;11;Alto;Licenciatura;Si
10601;2;11;Alto;Licenciatura;Si
21850;2;12;Alto;Licenciatura;Si
39314;2;12;Alto;Licenciatura;Si
32631;2;11;Alto;Licenciatura;Si
139725;2;11;Alto;Licenciatura;Si
11379;1;11;Alto;Licenciatura;Si
11466;2;7;Alto;Licenciatura;Si
92364;2;12;Medio;Bachiller;Si
18238;2;12;Medio;Bachiller;Si
111714;2;12;Medio;Bachiller;Si
14104;2;12;Medio;Bachiller;Si
176372;1;12;Medio;Bachiller;Si
105554;1;12;Medio;Bachiller;Si
41672;2;12;Medio;Bachiller;Si
14380;2;12;Medio;Bachiller;Si
38114;2;12;Medio;Bachiller;Si
16668;2;12;Medio;Bachiller;Si
110772;2;12;Medio;Bachiller;Si
28773;2;12;Medio;Bachiller;Si
31361;2;12;Medio;Bachiller;Si
13271;1;11;Alto;Licenciatura;Si
11255;2;11;Alto;Licenciatura;Si
10946;1;11;Alto;Licenciatura;Si
16432;1;11;Alto;Licenciatura;Si
17486;1;11;Alto;Licenciatura;Si
10880;2;11;Alto;Licenciatura;Si
14978;2;12;Alto;Licenciatura;Si
18196;1;11;Alto;Licenciatura;Si
17705;1;11;Alto;Licenciatura;Si
13734;2;6;Alto;Licenciatura;Si
18555;2;6;Alto;Licenciatura;Si
41875;2;12;Alto;Licenciatura;Si
48061;2;11;Alto;Licenciatura;Si
39135;2;11;Alto;Licenciatura;Si
17475;2;5;Alto;Licenciatura;Si
16227;1;11;Alto;Licenciatura;Si
27842;2;11;Alto;Licenciatura;Si
140659;1;1;Alto;Licenciatura;Si
16851;1;11;Alto;Licenciatura;Si
14492;1;11;Alto;Licenciatura;Si
13042;1;11;Alto;Licenciatura;Si
11368;1;11;Alto;Licenciatura;Si
121433;1;1;Alto;Licenciatura;Si
19366;1;11;Alto;Licenciatura;Si
107211;1;4;Alto;Licenciatura;Si
18299;2;1;Alto;Licenciatura;Si
11989;2;11;Alto;Licenciatura;Si
11709;2;5;Alto;Licenciatura;Si
22171;1;10;Alto;Licenciatura;Si
27869;2;7;Alto;Licenciatura;Si
40647;2;12;Medio;Bachiller;Si
11913;2;12;Medio;Bachiller;Si
284521;1;12;Medio;Bachiller;Si
10699;2;12;Medio;Bachiller;Si
47875;1;12;Medio;Bachiller;Si
28935;2;12;Medio;Bachiller;Si
16998;2;12;Medio;Bachiller;Si
17678;2;12;Medio;Bachiller;Si
10441;2;12;Medio;Bachiller;Si
17394;2;12;Medio;Bachiller;Si
40121;2;12;Medio;Bachiller;Si
10791;2;12;Medio;Bachiller;Si
104799;1;12;Medio;Bachiller;Si
11985;2;12;Medio;Bachiller;Si
17194;2;12;Medio;Bachiller;Si
49323;2;12;Medio;Bachiller;Si
173144;2;12;Medio;Bachiller;Si
16702;2;12;Medio;Bachiller;Si
18510;2;12;Medio;Bachiller;Si
21850;2;12;Medio;Bachiller;Si
13495;2;12;Medio;Bachiller;Si
56109;1;12;Medio;Bachiller;Si
